 v-sweep         v-sweep         v1              v2              vbn             vbp             vcn             vcp             vmeas#branch    vout           
 1.40000000e-02  1.40000000e-02  1.40000000e-02  8.00000000e-01  4.97192515e-01  9.18152873e-01  6.28508739e-01  7.44180817e-01  0.00000000e+00  2.76419554e-03 
 1.50000000e-02  1.50000000e-02  1.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180807e-01  0.00000000e+00  2.76419555e-03 
 1.60000000e-02  1.60000000e-02  1.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508745e-01  7.44180812e-01  0.00000000e+00  2.76419460e-03 
 1.70000000e-02  1.70000000e-02  1.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180806e-01  0.00000000e+00  2.76419445e-03 
 1.80000000e-02  1.80000000e-02  1.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180808e-01  0.00000000e+00  2.76419510e-03 
 1.90000000e-02  1.90000000e-02  1.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180813e-01  0.00000000e+00  2.76419536e-03 
 2.00000000e-02  2.00000000e-02  2.00000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508734e-01  7.44180801e-01  0.00000000e+00  2.76419491e-03 
 2.10000000e-02  2.10000000e-02  2.10000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180795e-01  0.00000000e+00  2.76419491e-03 
 2.20000000e-02  2.20000000e-02  2.20000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180809e-01  0.00000000e+00  2.76419567e-03 
 2.30000000e-02  2.30000000e-02  2.30000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180804e-01  0.00000000e+00  2.76419556e-03 
 2.40000000e-02  2.40000000e-02  2.40000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180810e-01  0.00000000e+00  2.76419442e-03 
 2.50000000e-02  2.50000000e-02  2.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180808e-01  0.00000000e+00  2.76419611e-03 
 2.60000000e-02  2.60000000e-02  2.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180803e-01  0.00000000e+00  2.76419490e-03 
 2.70000000e-02  2.70000000e-02  2.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180795e-01  0.00000000e+00  2.76419583e-03 
 2.80000000e-02  2.80000000e-02  2.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180811e-01  0.00000000e+00  2.76419482e-03 
 2.90000000e-02  2.90000000e-02  2.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180801e-01  0.00000000e+00  2.76419504e-03 
 3.00000000e-02  3.00000000e-02  3.00000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508745e-01  7.44180809e-01  0.00000000e+00  2.76419555e-03 
 3.10000000e-02  3.10000000e-02  3.10000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180804e-01  0.00000000e+00  2.76419736e-03 
 3.20000000e-02  3.20000000e-02  3.20000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180812e-01  0.00000000e+00  2.76419441e-03 
 3.30000000e-02  3.30000000e-02  3.30000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180815e-01  0.00000000e+00  2.76419501e-03 
 3.40000000e-02  3.40000000e-02  3.40000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180793e-01  0.00000000e+00  2.76419521e-03 
 3.50000000e-02  3.50000000e-02  3.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508739e-01  7.44180805e-01  0.00000000e+00  2.76419421e-03 
 3.60000000e-02  3.60000000e-02  3.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180806e-01  0.00000000e+00  2.76419498e-03 
 3.70000000e-02  3.70000000e-02  3.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180803e-01  0.00000000e+00  2.76419590e-03 
 3.80000000e-02  3.80000000e-02  3.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508745e-01  7.44180795e-01  0.00000000e+00  2.76419504e-03 
 3.90000000e-02  3.90000000e-02  3.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180812e-01  0.00000000e+00  2.76419458e-03 
 4.00000000e-02  4.00000000e-02  4.00000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508745e-01  7.44180810e-01  0.00000000e+00  2.76419470e-03 
 4.10000000e-02  4.10000000e-02  4.10000000e-02  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508739e-01  7.44180811e-01  0.00000000e+00  2.76419495e-03 
 4.20000000e-02  4.20000000e-02  4.20000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180805e-01  0.00000000e+00  2.76419450e-03 
 4.30000000e-02  4.30000000e-02  4.30000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180799e-01  0.00000000e+00  2.76419522e-03 
 4.40000000e-02  4.40000000e-02  4.40000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508736e-01  7.44180794e-01  0.00000000e+00  2.76419585e-03 
 4.50000000e-02  4.50000000e-02  4.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180805e-01  0.00000000e+00  2.76419550e-03 
 4.60000000e-02  4.60000000e-02  4.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180798e-01  0.00000000e+00  2.76419498e-03 
 4.70000000e-02  4.70000000e-02  4.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180799e-01  0.00000000e+00  2.76419483e-03 
 4.80000000e-02  4.80000000e-02  4.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180826e-01  0.00000000e+00  2.76419563e-03 
 4.90000000e-02  4.90000000e-02  4.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180801e-01  0.00000000e+00  2.76419623e-03 
 5.00000000e-02  5.00000000e-02  5.00000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180824e-01  0.00000000e+00  2.76419486e-03 
 5.10000000e-02  5.10000000e-02  5.10000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180804e-01  0.00000000e+00  2.76419474e-03 
 5.20000000e-02  5.20000000e-02  5.20000000e-02  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508740e-01  7.44180814e-01  0.00000000e+00  2.76419493e-03 
 5.30000000e-02  5.30000000e-02  5.30000000e-02  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508740e-01  7.44180807e-01  0.00000000e+00  2.76419537e-03 
 5.40000000e-02  5.40000000e-02  5.40000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180816e-01  0.00000000e+00  2.76419566e-03 
 5.50000000e-02  5.50000000e-02  5.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180804e-01  0.00000000e+00  2.76419515e-03 
 5.60000000e-02  5.60000000e-02  5.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180805e-01  0.00000000e+00  2.76419555e-03 
 5.70000000e-02  5.70000000e-02  5.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508736e-01  7.44180808e-01  0.00000000e+00  2.76419524e-03 
 5.80000000e-02  5.80000000e-02  5.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180803e-01  0.00000000e+00  2.76419437e-03 
 5.90000000e-02  5.90000000e-02  5.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180805e-01  0.00000000e+00  2.76419681e-03 
 6.00000000e-02  6.00000000e-02  6.00000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180799e-01  0.00000000e+00  2.76419640e-03 
 6.10000000e-02  6.10000000e-02  6.10000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180804e-01  0.00000000e+00  2.76419491e-03 
 6.20000000e-02  6.20000000e-02  6.20000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508744e-01  7.44180815e-01  0.00000000e+00  2.76419570e-03 
 6.30000000e-02  6.30000000e-02  6.30000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180821e-01  0.00000000e+00  2.76419540e-03 
 6.40000000e-02  6.40000000e-02  6.40000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180823e-01  0.00000000e+00  2.76419564e-03 
 6.50000000e-02  6.50000000e-02  6.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180803e-01  0.00000000e+00  2.76419499e-03 
 6.60000000e-02  6.60000000e-02  6.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508737e-01  7.44180797e-01  0.00000000e+00  2.76419466e-03 
 6.70000000e-02  6.70000000e-02  6.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508744e-01  7.44180814e-01  0.00000000e+00  2.76419516e-03 
 6.80000000e-02  6.80000000e-02  6.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180807e-01  0.00000000e+00  2.76419557e-03 
 6.90000000e-02  6.90000000e-02  6.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180819e-01  0.00000000e+00  2.76419536e-03 
 7.00000000e-02  7.00000000e-02  7.00000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508744e-01  7.44180803e-01  0.00000000e+00  2.76419493e-03 
 7.10000000e-02  7.10000000e-02  7.10000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180802e-01  0.00000000e+00  2.76419485e-03 
 7.20000000e-02  7.20000000e-02  7.20000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180792e-01  0.00000000e+00  2.76419574e-03 
 7.30000000e-02  7.30000000e-02  7.30000000e-02  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508738e-01  7.44180803e-01  0.00000000e+00  2.76419737e-03 
 7.40000000e-02  7.40000000e-02  7.40000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180802e-01  0.00000000e+00  2.76419566e-03 
 7.50000000e-02  7.50000000e-02  7.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180797e-01  0.00000000e+00  2.76419532e-03 
 7.60000000e-02  7.60000000e-02  7.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180796e-01  0.00000000e+00  2.76419518e-03 
 7.70000000e-02  7.70000000e-02  7.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180826e-01  0.00000000e+00  2.76419419e-03 
 7.80000000e-02  7.80000000e-02  7.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180802e-01  0.00000000e+00  2.76419527e-03 
 7.90000000e-02  7.90000000e-02  7.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180815e-01  0.00000000e+00  2.76419514e-03 
 8.00000000e-02  8.00000000e-02  8.00000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508748e-01  7.44180815e-01  0.00000000e+00  2.76419631e-03 
 8.10000000e-02  8.10000000e-02  8.10000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180795e-01  0.00000000e+00  2.76419495e-03 
 8.20000000e-02  8.20000000e-02  8.20000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180826e-01  0.00000000e+00  2.76419602e-03 
 8.30000000e-02  8.30000000e-02  8.30000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180802e-01  0.00000000e+00  2.76419468e-03 
 8.40000000e-02  8.40000000e-02  8.40000000e-02  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508737e-01  7.44180802e-01  0.00000000e+00  2.76419544e-03 
 8.50000000e-02  8.50000000e-02  8.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180818e-01  0.00000000e+00  2.76419503e-03 
 8.60000000e-02  8.60000000e-02  8.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180816e-01  0.00000000e+00  2.76419439e-03 
 8.70000000e-02  8.70000000e-02  8.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508737e-01  7.44180808e-01  0.00000000e+00  2.76419611e-03 
 8.80000000e-02  8.80000000e-02  8.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180819e-01  0.00000000e+00  2.76419689e-03 
 8.90000000e-02  8.90000000e-02  8.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180825e-01  0.00000000e+00  2.76419481e-03 
 9.00000000e-02  9.00000000e-02  9.00000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180813e-01  0.00000000e+00  2.76419527e-03 
 9.10000000e-02  9.10000000e-02  9.10000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180805e-01  0.00000000e+00  2.76419573e-03 
 9.20000000e-02  9.20000000e-02  9.20000000e-02  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508735e-01  7.44180799e-01  0.00000000e+00  2.76419580e-03 
 9.30000000e-02  9.30000000e-02  9.30000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508736e-01  7.44180803e-01  0.00000000e+00  2.76419712e-03 
 9.40000000e-02  9.40000000e-02  9.40000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508737e-01  7.44180819e-01  0.00000000e+00  2.76419516e-03 
 9.50000000e-02  9.50000000e-02  9.50000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180809e-01  0.00000000e+00  2.76419624e-03 
 9.60000000e-02  9.60000000e-02  9.60000000e-02  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508738e-01  7.44180811e-01  0.00000000e+00  2.76419540e-03 
 9.70000000e-02  9.70000000e-02  9.70000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180819e-01  0.00000000e+00  2.76419482e-03 
 9.80000000e-02  9.80000000e-02  9.80000000e-02  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180812e-01  0.00000000e+00  2.76419553e-03 
 9.90000000e-02  9.90000000e-02  9.90000000e-02  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180810e-01  0.00000000e+00  2.76419495e-03 
 1.00000000e-01  1.00000000e-01  1.00000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180803e-01  0.00000000e+00  2.76419578e-03 
 1.01000000e-01  1.01000000e-01  1.01000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180812e-01  0.00000000e+00  2.76419565e-03 
 1.02000000e-01  1.02000000e-01  1.02000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508736e-01  7.44180789e-01  0.00000000e+00  2.76419533e-03 
 1.03000000e-01  1.03000000e-01  1.03000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180802e-01  0.00000000e+00  2.76419558e-03 
 1.04000000e-01  1.04000000e-01  1.04000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180809e-01  0.00000000e+00  2.76419652e-03 
 1.05000000e-01  1.05000000e-01  1.05000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180818e-01  0.00000000e+00  2.76419664e-03 
 1.06000000e-01  1.06000000e-01  1.06000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180816e-01  0.00000000e+00  2.76419696e-03 
 1.07000000e-01  1.07000000e-01  1.07000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180809e-01  0.00000000e+00  2.76419471e-03 
 1.08000000e-01  1.08000000e-01  1.08000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508745e-01  7.44180808e-01  0.00000000e+00  2.76419620e-03 
 1.09000000e-01  1.09000000e-01  1.09000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180797e-01  0.00000000e+00  2.76419613e-03 
 1.10000000e-01  1.10000000e-01  1.10000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180810e-01  0.00000000e+00  2.76419509e-03 
 1.11000000e-01  1.11000000e-01  1.11000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180813e-01  0.00000000e+00  2.76419534e-03 
 1.12000000e-01  1.12000000e-01  1.12000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180812e-01  0.00000000e+00  2.76419573e-03 
 1.13000000e-01  1.13000000e-01  1.13000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180809e-01  0.00000000e+00  2.76419618e-03 
 1.14000000e-01  1.14000000e-01  1.14000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508745e-01  7.44180803e-01  0.00000000e+00  2.76419684e-03 
 1.15000000e-01  1.15000000e-01  1.15000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508733e-01  7.44180797e-01  0.00000000e+00  2.76419567e-03 
 1.16000000e-01  1.16000000e-01  1.16000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180803e-01  0.00000000e+00  2.76419532e-03 
 1.17000000e-01  1.17000000e-01  1.17000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508746e-01  7.44180819e-01  0.00000000e+00  2.76419561e-03 
 1.18000000e-01  1.18000000e-01  1.18000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180827e-01  0.00000000e+00  2.76419729e-03 
 1.19000000e-01  1.19000000e-01  1.19000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508735e-01  7.44180830e-01  0.00000000e+00  2.76419605e-03 
 1.20000000e-01  1.20000000e-01  1.20000000e-01  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508743e-01  7.44180802e-01  0.00000000e+00  2.76419511e-03 
 1.21000000e-01  1.21000000e-01  1.21000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180813e-01  0.00000000e+00  2.76419572e-03 
 1.22000000e-01  1.22000000e-01  1.22000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180810e-01  0.00000000e+00  2.76419652e-03 
 1.23000000e-01  1.23000000e-01  1.23000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180794e-01  0.00000000e+00  2.76419588e-03 
 1.24000000e-01  1.24000000e-01  1.24000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180811e-01  0.00000000e+00  2.76419503e-03 
 1.25000000e-01  1.25000000e-01  1.25000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180813e-01  0.00000000e+00  2.76419542e-03 
 1.26000000e-01  1.26000000e-01  1.26000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508735e-01  7.44180805e-01  0.00000000e+00  2.76419586e-03 
 1.27000000e-01  1.27000000e-01  1.27000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180796e-01  0.00000000e+00  2.76419481e-03 
 1.28000000e-01  1.28000000e-01  1.28000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508737e-01  7.44180811e-01  0.00000000e+00  2.76419520e-03 
 1.29000000e-01  1.29000000e-01  1.29000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180815e-01  0.00000000e+00  2.76419703e-03 
 1.30000000e-01  1.30000000e-01  1.30000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180811e-01  0.00000000e+00  2.76419572e-03 
 1.31000000e-01  1.31000000e-01  1.31000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180823e-01  0.00000000e+00  2.76419558e-03 
 1.32000000e-01  1.32000000e-01  1.32000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180810e-01  0.00000000e+00  2.76419611e-03 
 1.33000000e-01  1.33000000e-01  1.33000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180820e-01  0.00000000e+00  2.76419548e-03 
 1.34000000e-01  1.34000000e-01  1.34000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180817e-01  0.00000000e+00  2.76419554e-03 
 1.35000000e-01  1.35000000e-01  1.35000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508737e-01  7.44180807e-01  0.00000000e+00  2.76419495e-03 
 1.36000000e-01  1.36000000e-01  1.36000000e-01  8.00000000e-01  4.97192515e-01  9.18152873e-01  6.28508740e-01  7.44180817e-01  0.00000000e+00  2.76419596e-03 
 1.37000000e-01  1.37000000e-01  1.37000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180797e-01  0.00000000e+00  2.76419531e-03 
 1.38000000e-01  1.38000000e-01  1.38000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180814e-01  0.00000000e+00  2.76419719e-03 
 1.39000000e-01  1.39000000e-01  1.39000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180808e-01  0.00000000e+00  2.76419617e-03 
 1.40000000e-01  1.40000000e-01  1.40000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180809e-01  0.00000000e+00  2.76419524e-03 
 1.41000000e-01  1.41000000e-01  1.41000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508737e-01  7.44180825e-01  0.00000000e+00  2.76419632e-03 
 1.42000000e-01  1.42000000e-01  1.42000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180813e-01  0.00000000e+00  2.76419501e-03 
 1.43000000e-01  1.43000000e-01  1.43000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508737e-01  7.44180807e-01  0.00000000e+00  2.76419711e-03 
 1.44000000e-01  1.44000000e-01  1.44000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180797e-01  0.00000000e+00  2.76419724e-03 
 1.45000000e-01  1.45000000e-01  1.45000000e-01  8.00000000e-01  4.97192515e-01  9.18152873e-01  6.28508740e-01  7.44180802e-01  0.00000000e+00  2.76419726e-03 
 1.46000000e-01  1.46000000e-01  1.46000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508737e-01  7.44180799e-01  0.00000000e+00  2.76419585e-03 
 1.47000000e-01  1.47000000e-01  1.47000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180797e-01  0.00000000e+00  2.76419574e-03 
 1.48000000e-01  1.48000000e-01  1.48000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508736e-01  7.44180809e-01  0.00000000e+00  2.76419546e-03 
 1.49000000e-01  1.49000000e-01  1.49000000e-01  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180816e-01  0.00000000e+00  2.76419629e-03 
 1.50000000e-01  1.50000000e-01  1.50000000e-01  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180818e-01  0.00000000e+00  2.76419577e-03 
